0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.0
0,0.0,1.140445930803402
0,1.140445930803402,4.561283485936407
0,4.561283485936407,10.261012172987893
0,10.261012172987893,18.237131902577275
0,18.237131902577275,28.486144084978893
0,28.486144084978893,41.00355316471504
0,41.00355316471504,55.78386859246067
0,55.78386859246067,72.82060723337467
0,72.82060723337467,92.10629621081866
0,92.10629621081866,113.63247618421042
0,113.63247618421042,137.3897050595665
0,137.3897050595665,163.3675621311184
0,163.3675621311184,191.55465265217728
0,191.55465265217728,221.93861283325035
0,221.93861283325035,254.50611526520163
0,254.50611526520163,289.2428747650988
0,289.2428747650988,326.13365464216446
0,326.13365464216446,365.1622733810924
0,365.1622733810924,406.3116117397973
0,406.3116117397973,449.5636202584755
0,449.5636202584755,494.89932717669876
0,494.89932717669876,542.2988467550529
0,542.2988467550529,591.7413879976834
0,591.7413879976834,643.2052637719094
0,643.2052637719094,696.6679003209188
0,696.6679003209188,752.1058471653657
0,752.1058471653657,809.4947873895217
0,809.4947873895217,868.8095483074829
