10,start,1.1,0.0
40,light_post1,-1.0,0.0
40,light_post2,1.0,0.0
60,bush1,2.4,0.0
64,hooker1,-1.0,0.0
60,bush1,-1.5,0.0
71,hooker2,-1.0,0.0
78,hooker3,-1.0,0.0
80,light_post1,-1.0,0.0
80,light_post2,1.0,0.0
90,right_sign,-1.0,0.0
100,bush1,2.4,0.0
100,bush1,-1.5,0.0
108,right_sign,-1.0,0.0
110,post,-1.1,0.0
112,hooker3,1.5,0.0
120,light_post1,-1.0,0.0
118,right_sign,-1.0,0.0
120,light_post2,1.0,0.0
140,bush1,2.4,0.0
140,bush1,-1.5,0.0
143,hooker2,1.5,0.0
160,light_post1,-1.0,0.0
160,light_post2,1.0,0.0
180,bush1,2.4,0.0
180,bush1,-1.5,0.0
200,light_post1,-1.0,0.0
200,light_post2,1.0,0.0
220,bush1,2.4,0.0
220,bush1,-1.5,0.0
240,light_post1,-1.0,0.0
240,light_post2,1.0,0.0
260,bush1,2.4,0.0
260,bush1,-1.5,0.0
280,light_post1,-1.0,0.0
280,light_post2,1.0,0.0
300,bush1,2.4,0.0
300,bush1,-1.5,0.0
320,light_post1,-1.0,0.0
320,light_post2,1.0,0.0
340,bush1,2.4,0.0
340,bush1,-1.5,0.0
360,light_post1,-1.0,0.0
360,light_post2,1.0,0.0
380,bush1,2.4,0.0
380,bush1,-1.5,0.0
400,light_post1,-1.0,0.0
400,light_post2,1.0,0.0
410,post,-1.1,0.0
420,bush1,2.4,0.0
420,bush1,-1.5,0.0
440,light_post1,-1.0,0.0
440,light_post2,1.0,0.0
460,bush1,2.4,0.0
460,bush1,-1.5,0.0
480,light_post1,-1.0,0.0
480,light_post2,1.0,0.0
500,bush1,2.4,0.0
500,bush1,-1.5,0.0
520,light_post1,-1.0,0.0
520,light_post2,1.0,0.0
540,bush1,2.4,0.0
530,left_sign,-1.0,0.0
540,bush1,-1.5,0.0
560,light_post1,-1.0,0.0
550,left_sign,-1.0,0.0
560,light_post2,1.0,0.0
580,bush1,2.4,0.0
580,bush1,-1.5,0.0
570,left_sign,-1.0,0.0
580,traffic_light,-1.1,0.0
580,traffic_light,1.7,0.0
600,column,2.4,0.0
600,column,-1.7,0.0
600,over_column,2.1,6.92
610,column,2.4,0.0
610,column,-1.7,0.0
610,over_column,2.1,6.92
620,column,2.4,0.0
620,column,-1.7,0.0
620,over_column,2.1,6.92
630,column,2.4,0.0
630,column,-1.7,0.0
630,over_column,2.1,6.92
640,column,2.4,0.0
640,column,-1.7,0.0
640,over_column,2.1,6.92
650,column,2.4,0.0
650,column,-1.7,0.0
650,over_column,2.1,6.92
660,over_column,2.1,6.92
670,over_column,2.1,6.92
680,over_column,2.1,6.92
690,over_column,2.1,6.92
700,over_column,2.1,6.92
710,over_column,2.1,6.92
720,over_column,2.1,6.92
730,over_column,2.1,6.92
740,over_column,2.1,6.92
750,over_column,2.1,6.92
760,over_column,2.1,6.92
770,over_column,2.1,6.92
780,over_column,2.1,6.92
790,over_column,2.1,6.92
800,over_column,2.1,6.92
810,over_column,2.1,6.92
820,over_column,2.1,6.92
830,over_column,2.1,6.92
840,over_column,2.1,6.92
850,over_column,2.1,6.92
860,over_column,2.1,6.92
870,over_column,2.1,6.92
880,over_column,2.1,6.92
890,over_column,2.1,6.92
900,over_column,2.1,6.92
910,over_column,2.1,6.92
920,over_column,2.1,6.92
930,over_column,2.1,6.92
940,over_column,2.1,6.92
950,over_column,2.1,6.92
960,over_column,2.1,6.92
660,column,2.4,0.0
660,column,-1.7,0.0
670,column,2.4,0.0
670,column,-1.7,0.0
680,column,2.4,0.0
680,column,-1.7,0.0
690,column,2.4,0.0
690,column,-1.7,0.0
700,column,2.4,0.0
700,column,-1.7,0.0
710,column,2.4,0.0
710,column,-1.7,0.0
720,column,2.4,0.0
720,column,-1.7,0.0
730,column,2.4,0.0
730,column,-1.7,0.0
740,column,2.4,0.0
740,column,-1.7,0.0
750,column,2.4,0.0
750,column,-1.7,0.0
760,column,2.4,0.0
760,column,-1.7,0.0
762,hooker1,-0.7,0.0
770,column,2.4,0.0
770,column,-1.7,0.0
780,column,2.4,0.0
780,column,-1.7,0.0
792,hooker2,-0.5,0.0
790,column,2.4,0.0
790,column,-1.7,0.0
800,column,2.4,0.0
800,column,-1.7,0.0
810,column,2.4,0.0
810,column,-1.7,0.0
820,column,2.4,0.0
820,column,-1.7,0.0
820,hooker2,0.8,0.0
830,column,2.4,0.0
830,column,-1.7,0.0
840,column,2.4,0.0
840,column,-1.7,0.0
850,column,2.4,0.0
850,column,-1.7,0.0
860,column,2.4,0.0
860,column,-1.7,0.0
870,column,2.4,0.0
870,column,-1.7,0.0
880,column,2.4,0.0
880,column,-1.7,0.0
890,column,2.4,0.0
890,column,-1.7,0.0
900,column,2.4,0.0
900,column,-1.7,0.0
910,column,2.4,0.0
910,column,-1.7,0.0
920,column,2.4,0.0
920,column,-1.7,0.0
930,column,2.4,0.0
930,column,-1.7,0.0
940,column,2.4,0.0
940,column,-1.7,0.0
950,column,2.4,0.0
950,column,-1.7,0.0
960,column,2.4,0.0
960,column,-1.7,0.0
970,right_sign,-1.0,0.0
990,right_sign,-1.0,0.0
1010,right_sign,-1.0,0.0
1030,right_sign,-1.0,0.0
1000,light_post1,-1.0,0.0
1020,light_post2,1.0,0.0
1040,light_post1,-1.0,0.0
1060,light_post2,1.0,0.0
1080,light_post1,-1.0,0.0
1100,light_post2,1.0,0.0
1120,light_post1,-1.0,0.0
1140,light_post2,1.0,0.0
1160,light_post1,-1.0,0.0
1170,post,-1.1,0.0
1180,light_post2,1.0,0.0
1200,light_post1,-1.0,0.0
1220,light_post2,1.0,0.0
1240,light_post1,-1.0,0.0
1260,light_post2,1.0,0.0
1280,light_post1,-1.0,0.0
1300,light_post2,1.0,0.0
1320,light_post1,-1.0,0.0
1340,light_post2,1.0,0.0
1330,right_sign,-1.0,0.0
1350,right_sign,-1.0,0.0
1370,right_sign,-1.0,0.0
1390,right_sign,-1.0,0.0
1400,column,2.4,0.0
1404,column,2.4,0.0
1408,column,2.4,0.0
1412,column,2.4,0.0
1416,column,2.4,0.0
1420,column,2.4,0.0
1424,column,2.4,0.0
1428,column,2.4,0.0
1432,column,2.4,0.0
1436,column,2.4,0.0
1436,billboard3,-2.1,0.0
1440,column,2.4,0.0
1440,hooker2,0.8,0.0
1440,hooker3,1.4,0.0
1444,hooker2,1.4,0.0
1444,column,2.4,0.0
1448,column,2.4,0.0
1452,column,2.4,0.0
1456,column,2.4,0.0
1460,column,2.4,0.0
1464,column,2.4,0.0
1468,column,2.4,0.0
1472,column,2.4,0.0
1476,column,2.4,0.0
1480,column,2.4,0.0
1484,column,2.4,0.0
1484,billboard4,-2.1,0.0
1488,column,2.4,0.0
1492,column,2.4,0.0
1496,column,2.4,0.0
1500,column,2.4,0.0
1504,column,2.4,0.0
1508,column,2.4,0.0
1512,column,2.4,0.0
1516,column,2.4,0.0
1520,column,2.4,0.0
1524,column,2.4,0.0
1528,column,2.4,0.0
1532,column,2.4,0.0
1532,billboard3,-2.1,0.0
1536,column,2.4,0.0
1540,column,2.4,0.0
1544,column,2.4,0.0
1548,column,2.4,0.0
1548,post,-1.1,0.0
1552,column,2.4,0.0
1556,column,2.4,0.0
1560,column,2.4,0.0
1564,column,2.4,0.0
1568,column,2.4,0.0
1572,column,2.4,0.0
1576,column,2.4,0.0
1576,billboard4,-2.1,0.0
1580,column,2.4,0.0
1584,column,2.4,0.0
1588,column,2.4,0.0
1592,column,2.4,0.0
1596,column,2.4,0.0
1600,column,2.4,0.0
1604,column,2.4,0.0
1608,column,2.4,0.0
1612,column,2.4,0.0
1616,column,2.4,0.0
1620,column,2.4,0.0
1620,billboard4,-2.1,0.0
1622,hooker2,0.1,0.0
1624,column,2.4,0.0
1628,column,2.4,0.0
1632,column,2.4,0.0
1636,column,2.4,0.0
1640,column,2.4,0.0
1644,column,2.4,0.0
1648,column,2.4,0.0
1652,column,2.4,0.0
1656,column,2.4,0.0
1660,column,2.4,0.0
1660,post,-1.1,0.0
1660,billboard4,-2.1,0.0
1664,column,2.4,0.0
1668,column,2.4,0.0
1672,column,2.4,0.0
1676,column,2.4,0.0
1680,column,2.4,0.0
1684,column,2.4,0.0
1700,palm_tree,-1.6,0.0
1710,palm_tree,-1.6,0.0
1720,palm_tree,-1.6,0.0
1730,palm_tree,-1.6,0.0
1730,tree1,2.6,0.0
1740,palm_tree,-1.6,0.0
1750,palm_tree,-1.6,0.0
1760,palm_tree,-1.6,0.0
1770,palm_tree,-1.6,0.0
1770,tree1,2.6,0.0
1770,hooker1,0.2,0.0
1770,hooker2,0.4,0.0
1770,hooker3,1.0,0.0
1780,palm_tree,-1.6,0.0
1790,palm_tree,-1.6,0.0
1800,palm_tree,-1.6,0.0
1810,palm_tree,-1.6,0.0
1810,tree1,2.6,0.0
1820,palm_tree,-1.6,0.0
1830,palm_tree,-1.6,0.0
1840,palm_tree,-1.6,0.0
1850,palm_tree,-1.6,0.0
1850,tree1,2.6,0.0
1860,palm_tree,-1.6,0.0
1870,palm_tree,-1.6,0.0
1880,palm_tree,-1.6,0.0
1890,palm_tree,-1.6,0.0
1890,tree1,2.6,0.0
1900,palm_tree,-1.6,0.0
1910,palm_tree,-1.6,0.0
1920,palm_tree,-1.6,0.0
1930,palm_tree,-1.6,0.0
1940,tree1,2.6,0.0
1950,palm_tree,-1.6,0.0
1960,palm_tree,-1.6,0.0
1970,palm_tree,-1.6,0.0
1980,palm_tree,-1.6,0.0
1980,tree1,2.6,0.0
1980,post,-1.1,0.0
2040,light_post1,-1.0,0.0
2040,light_post2,1.0,0.0
2060,bush1,2.4,0.0
2060,bush1,-1.5,0.0
2080,light_post1,-1.0,0.0
2080,billboard3,3.0,0.0
2080,light_post2,1.0,0.0
2100,bush1,2.4,0.0
2100,bush1,-1.5,0.0
2110,post,-1.1,0.0
2120,light_post1,-1.0,0.0
2120,light_post2,1.0,0.0
2140,bush1,2.4,0.0
2140,bush1,-1.5,0.0
2160,light_post1,-1.0,0.0
2160,light_post2,1.0,0.0
2180,bush1,2.4,0.0
2180,bush1,-1.5,0.0
2200,light_post1,-1.0,0.0
2200,light_post2,1.0,0.0
